id_tramo;lat1;lon1;lat2;lon2;vel_max
470;42.5976968;-5.5709165;42.5971139;-5.5706911;30
471;42.5971139;-5.5706911;42.5969233;-5.5714796;30
472;42.5969233;-5.5714796;42.5969009;-5.5715723;30
473;42.5969009;-5.5715723;42.5968902;-5.5716165;30
474;42.5974348;-5.5719931;42.5969939;-5.5716879;30
475;42.5969939;-5.5716879;42.5969612;-5.5716662;30
476;42.5969612;-5.5716662;42.5968902;-5.5716165;30
477;42.5974348;-5.5719931;42.5976678;-5.572149;30
478;42.5976678;-5.572149;42.5977236;-5.5721785;30
479;42.5977236;-5.5721785;42.597741;-5.5721877;30
480;42.5979386;-5.571797;42.5979347;-5.5717789;20
481;42.5979347;-5.5717789;42.5979345;-5.5717138;20
482;42.5979345;-5.5717138;42.5979379;-5.571613;20
483;42.5979379;-5.571613;42.597951;-5.5715137;20
484;42.597951;-5.5715137;42.5979647;-5.5714312;20
485;42.5979647;-5.5714312;42.597968;-5.5714112;20
486;42.5979386;-5.571797;42.5979688;-5.5717485;30
487;42.5979688;-5.5717485;42.5980069;-5.5717114;30
488;42.5980069;-5.5717114;42.5980504;-5.5716879;30
489;42.5980504;-5.5716879;42.5980968;-5.5716794;30
490;42.5925974;-5.561451;42.5925286;-5.5615255;30
491;42.5925286;-5.5615255;42.5918245;-5.5622885;30
492;42.5918245;-5.5622885;42.5917521;-5.562367;30
493;42.5925974;-5.561451;42.5926601;-5.5613803;30
494;42.5926601;-5.5613803;42.5928737;-5.561146;30
495;42.5928737;-5.561146;42.5929421;-5.5610727;30
496;42.5929421;-5.5610727;42.5930767;-5.5609285;30
497;42.5930767;-5.5609285;42.5931518;-5.5608494;30
498;42.5922274;-5.5608246;42.59227;-5.5609028;30
499;42.59227;-5.5609028;42.5925373;-5.5613491;30
500;42.5925373;-5.5613491;42.5925974;-5.561451;30
501;42.5922274;-5.5608246;42.5922988;-5.5607483;30
502;42.5922988;-5.5607483;42.5927202;-5.5602965;30
503;42.5927202;-5.5602965;42.5927657;-5.5602442;30
504;42.5922274;-5.5608246;42.592161;-5.5608993;30
505;42.592161;-5.5608993;42.5920586;-5.561007;30
506;42.5920586;-5.561007;42.5914821;-5.5616178;30
507;42.5914821;-5.5616178;42.591391;-5.5617259;30
508;42.594002;-5.5599188;42.5940813;-5.5598367;30
509;42.594002;-5.5599188;42.5938085;-5.5601348;30
510;42.5938085;-5.5601348;42.5931518;-5.5608494;30
511;42.5917521;-5.562367;42.5916924;-5.5622473;30
512;42.5916924;-5.5622473;42.5914365;-5.5618222;30
513;42.5914365;-5.5618222;42.5914075;-5.5617629;30
514;42.5914075;-5.5617629;42.591391;-5.5617259;30
515;42.5917521;-5.562367;42.5918245;-5.5622885;30
516;42.5918245;-5.5622885;42.5925286;-5.5615255;30
517;42.5925286;-5.5615255;42.5925974;-5.561451;30
518;42.5917521;-5.562367;42.5915191;-5.5626149;30
519;42.5915191;-5.5626149;42.5914074;-5.5627353;30
520;42.5914074;-5.5627353;42.5913746;-5.5627692;30
521;42.5913746;-5.5627692;42.5912836;-5.5628632;30
522;42.5912836;-5.5628632;42.5912564;-5.5628929;30
523;42.5912564;-5.5628929;42.5912236;-5.5629267;30
524;42.5914074;-5.5627353;42.5915191;-5.5626149;30
525;42.5915191;-5.5626149;42.5917521;-5.562367;30
526;42.591391;-5.5617259;42.5914821;-5.5616178;30
527;42.5914821;-5.5616178;42.5920586;-5.561007;30
528;42.5920586;-5.561007;42.592161;-5.5608993;30
529;42.592161;-5.5608993;42.5922274;-5.5608246;30
530;42.5931518;-5.5608494;42.5930767;-5.5609285;30
531;42.5930767;-5.5609285;42.5929421;-5.5610727;30
532;42.5929421;-5.5610727;42.5928737;-5.561146;30
533;42.5928737;-5.561146;42.5926601;-5.5613803;30
534;42.5926601;-5.5613803;42.5925974;-5.561451;30
535;42.5931518;-5.5608494;42.5930875;-5.5607492;30
536;42.5930875;-5.5607492;42.5928156;-5.5603289;30
537;42.5928156;-5.5603289;42.5927657;-5.5602442;30
538;42.5931518;-5.5608494;42.5938085;-5.5601348;30
539;42.5938085;-5.5601348;42.594002;-5.5599188;30
540;42.5927657;-5.5602442;42.5927202;-5.5602965;30
541;42.5927202;-5.5602965;42.5922988;-5.5607483;30
542;42.5922988;-5.5607483;42.5922274;-5.5608246;30
543;42.5927657;-5.5602442;42.592845;-5.5601558;30
544;42.592845;-5.5601558;42.5934088;-5.5595474;30
545;42.5934088;-5.5595474;42.5935245;-5.5594226;30
546;42.5936716;-5.5588021;42.5937646;-5.5589129;30
547;42.5936716;-5.5588021;42.5937232;-5.5590608;30
548;42.5937232;-5.5590608;42.5937293;-5.5591058;30
549;42.6004236;-5.5813481;42.600385;-5.5814315;50
550;42.6004236;-5.5813481;42.6007026;-5.5815914;30
551;42.6007026;-5.5815914;42.6007503;-5.5816213;30
552;42.6007503;-5.5816213;42.6008035;-5.5816457;30
553;42.6008035;-5.5816457;42.6008616;-5.5816492;30
554;42.6008616;-5.5816492;42.6009144;-5.5816342;30
555;42.6009144;-5.5816342;42.6009443;-5.5816191;30
556;42.6009443;-5.5816191;42.6009709;-5.5815978;30
557;42.6009709;-5.5815978;42.6009987;-5.5815729;30
558;42.6009987;-5.5815729;42.6010207;-5.5815379;30
559;42.6010207;-5.5815379;42.6010635;-5.5814541;30
560;42.6010635;-5.5814541;42.6011803;-5.5811222;30
561;42.6011803;-5.5811222;42.6011936;-5.5810844;30
562;42.6011936;-5.5810844;42.6012811;-5.5808787;30
563;42.5979389;-5.5791019;42.5978454;-5.5791289;30
564;42.5979389;-5.5791019;42.5982876;-5.5794111;30
565;42.5982876;-5.5794111;42.5984306;-5.5795401;30
566;42.5984306;-5.5795401;42.5985245;-5.5796256;30
567;42.5985245;-5.5796256;42.5987228;-5.5798056;30
568;42.5976543;-5.5788359;42.5979389;-5.5791019;30
569;42.5997044;-5.5808081;42.5997419;-5.5807305;30
570;42.5997044;-5.5808081;42.5994938;-5.5806199;30
571;42.5994938;-5.5806199;42.5991576;-5.5803266;30
572;42.5991576;-5.5803266;42.5991228;-5.5802952;30
573;42.5991228;-5.5802952;42.5989927;-5.5801781;30
574;42.5989927;-5.5801781;42.5987388;-5.579937;30
575;42.5987388;-5.579937;42.5986507;-5.5798632;30
576;42.5997419;-5.5807305;42.5999464;-5.580917;30
577;42.5997419;-5.5807305;42.5997719;-5.580669;30
578;42.5997719;-5.580669;42.5998211;-5.5805833;30
579;42.5998211;-5.5805833;42.5998789;-5.5805146;30
580;42.5915231;-5.5711976;42.5922681;-5.57108;30
581;42.5922681;-5.57108;42.5924143;-5.571057;30
582;42.5924143;-5.571057;42.5927483;-5.5709909;30
583;42.5927483;-5.5709909;42.5927791;-5.5709848;30
584;42.5927791;-5.5709848;42.5929045;-5.5709752;30
585;42.5929045;-5.5709752;42.5932952;-5.5708167;30
586;42.5932952;-5.5708167;42.5936804;-5.570642;30
587;42.5936804;-5.570642;42.5937168;-5.5706276;30
588;42.5937168;-5.5706276;42.5937439;-5.5706173;30
589;42.5937439;-5.5706173;42.5938628;-5.5705688;30
590;42.5925605;-5.5670633;42.5923636;-5.5665566;30
591;42.5923636;-5.5665566;42.5923488;-5.5665174;30
592;42.5923488;-5.5665174;42.5922522;-5.5662504;30
593;42.5925605;-5.5670633;42.592781;-5.5676673;30
594;42.592781;-5.5676673;42.5928158;-5.5677627;30
595;42.5928158;-5.5677627;42.5928885;-5.5679626;30
596;42.5928885;-5.5679626;42.5928956;-5.567982;30
597;42.5928956;-5.567982;42.5929493;-5.5681324;30
598;42.5929493;-5.5681324;42.593021;-5.5683161;30
599;42.5994651;-5.5729315;42.5995917;-5.5730465;30
600;42.5995917;-5.5730465;42.5999556;-5.5733769;30
601;42.5999556;-5.5733769;42.6001063;-5.5735196;30
602;42.6001063;-5.5735196;42.6001392;-5.5735552;30
603;42.6001392;-5.5735552;42.6002182;-5.5736223;30
604;42.5992093;-5.5727055;42.599397;-5.5728692;30
605;42.599397;-5.5728692;42.5994651;-5.5729315;30
606;42.6028006;-5.5759604;42.6029388;-5.5760833;30
607;42.6029388;-5.5760833;42.6030829;-5.5762093;30
608;42.6030829;-5.5762093;42.6033461;-5.5764456;30
609;42.6033461;-5.5764456;42.6033869;-5.5764765;30
610;42.6033869;-5.5764765;42.6034241;-5.5765113;30
611;42.5963011;-5.5712204;42.5964672;-5.5713149;30
612;42.5964672;-5.5713149;42.5964993;-5.5713345;30
613;42.597968;-5.5714112;42.5979718;-5.5714752;20
614;42.5979718;-5.5714752;42.5979892;-5.5715174;20
615;42.5979892;-5.5715174;42.5979988;-5.5715405;20
616;42.5979988;-5.5715405;42.5980449;-5.5716039;20
617;42.5980449;-5.5716039;42.5980968;-5.5716794;20
618;42.6052169;-5.5780745;42.6052573;-5.5781406;30
619;42.6052573;-5.5781406;42.6052745;-5.5782078;30
620;42.6052745;-5.5782078;42.6052803;-5.5782882;30
621;42.6052803;-5.5782882;42.6052739;-5.578363;30
622;42.6052169;-5.5780745;42.6053179;-5.5781571;30
623;42.6053179;-5.5781571;42.6053532;-5.5781866;30
624;42.6053532;-5.5781866;42.6053854;-5.5782306;30
625;42.607792;-5.5804357;42.6078432;-5.5804749;10
626;42.6078432;-5.5804749;42.6079199;-5.5805336;10
627;42.6079199;-5.5805336;42.608075;-5.5806525;10
628;42.608075;-5.5806525;42.6081192;-5.5807013;10
629;42.5940813;-5.5598367;42.594002;-5.5599188;30
630;42.5988188;-5.5723716;42.5992093;-5.5727055;30
631;42.594773;-5.5720964;42.5946037;-5.5721445;30
632;42.5946037;-5.5721445;42.5945649;-5.5721546;30
633;42.5945649;-5.5721546;42.5944422;-5.5721865;30
634;42.594773;-5.5720964;42.594806;-5.5721967;30
635;42.594806;-5.5721967;42.5951509;-5.573246;30
636;42.5951509;-5.573246;42.595183;-5.5733436;30
637;42.59469;-5.572889;42.5945045;-5.5723602;30
638;42.5945045;-5.5723602;42.594484;-5.5723031;30
639;42.594484;-5.5723031;42.5944422;-5.5721865;30
640;42.5939034;-5.5590881;42.593929;-5.5591984;30
641;42.593929;-5.5591984;42.5940148;-5.5595935;30
642;42.5940148;-5.5595935;42.5940813;-5.5598367;30
643;42.6069511;-5.5840934;42.6068662;-5.5840426;30
644;42.6068662;-5.5840426;42.6065389;-5.5838071;30
645;42.6065389;-5.5838071;42.606519;-5.5837964;30
646;42.6075609;-5.5844818;42.6073349;-5.5843378;30
647;42.6073349;-5.5843378;42.6071883;-5.5842444;30
648;42.6071883;-5.5842444;42.6069511;-5.5840934;30
649;42.606519;-5.5837964;42.6062652;-5.5835148;30
650;42.606519;-5.5837964;42.6063824;-5.5838077;30
651;42.6063824;-5.5838077;42.6062775;-5.583878;30
652;42.6076911;-5.5803507;42.6077276;-5.5803878;10
653;42.6077276;-5.5803878;42.607754;-5.5804075;10
654;42.607754;-5.5804075;42.607792;-5.5804357;10
655;42.6106001;-5.5861821;42.6106935;-5.5862337;30
656;42.6106935;-5.5862337;42.6109812;-5.5864188;30
657;42.6108944;-5.5865799;42.6106635;-5.5864333;30
658;42.6108944;-5.5865799;42.6107708;-5.5866103;30
659;42.6107708;-5.5866103;42.610692;-5.5867217;30
660;42.6109812;-5.5864188;42.6112385;-5.5865828;30
661;42.6109812;-5.5864188;42.6111067;-5.5863656;30
662;42.6111067;-5.5863656;42.6111845;-5.5862366;30
663;42.5943515;-5.5722127;42.5941494;-5.5721998;30
664;42.5941494;-5.5721998;42.5940713;-5.5721624;30
665;42.5940713;-5.5721624;42.5940343;-5.5721446;30
666;42.5940343;-5.5721446;42.5939338;-5.572027;30
667;42.5943515;-5.5722127;42.5941595;-5.5722958;30
668;42.5941595;-5.5722958;42.5940727;-5.572303;30
669;42.5940727;-5.572303;42.5940323;-5.5723064;30
670;42.5940323;-5.5723064;42.5939231;-5.5722906;30
671;42.6052461;-5.5814051;42.6054991;-5.5818467;30
672;42.6139773;-5.5893515;42.61403;-5.5893852;30
673;42.61403;-5.5893852;42.6140668;-5.5894104;30
674;42.6140668;-5.5894104;42.614112;-5.5894556;30
675;42.6136662;-5.5893127;42.6134397;-5.5890801;30
676;42.6134397;-5.5890801;42.6131909;-5.5888246;30
677;42.5935245;-5.5594226;42.5935799;-5.5592859;30
678;42.5935245;-5.5594226;42.5934088;-5.5595474;30
679;42.5934088;-5.5595474;42.592845;-5.5601558;30
680;42.592845;-5.5601558;42.5927657;-5.5602442;30
681;42.6318388;-5.599587;42.6316334;-5.5995731;50
682;42.6318388;-5.599587;42.6318009;-5.5995366;50
683;42.6318009;-5.5995366;42.6317781;-5.5994716;50
684;42.6320718;-5.5994699;42.6320466;-5.5995405;50
685;42.6320466;-5.5995405;42.6320037;-5.5995933;50
686;42.6320037;-5.5995933;42.6319495;-5.5996205;50
687;42.6319495;-5.5996205;42.6318918;-5.5996184;50
688;42.6318918;-5.5996184;42.6318388;-5.599587;50
689;42.6317781;-5.5994716;42.6317711;-5.5994191;50
690;42.6317711;-5.5994191;42.631772;-5.5993693;50
691;42.631772;-5.5993693;42.6317881;-5.5993179;50
692;42.6317881;-5.5993179;42.6318141;-5.5992745;50
693;42.6318141;-5.5992745;42.6318555;-5.5992323;50
694;42.6318555;-5.5992323;42.6318287;-5.5991865;50
695;42.6318287;-5.5991865;42.631802;-5.5991407;50
696;42.631802;-5.5991407;42.6317272;-5.5990676;50
697;42.6317272;-5.5990676;42.6316234;-5.5989874;50
698;42.6316234;-5.5989874;42.6313315;-5.598798;50
699;42.6313315;-5.598798;42.6312892;-5.5987705;50
700;42.6312892;-5.5987705;42.6309589;-5.5985522;50
701;42.6309589;-5.5985522;42.6307444;-5.5984183;50
702;42.6307444;-5.5984183;42.6305123;-5.5983196;50
703;42.6305123;-5.5983196;42.6295759;-5.5980774;50
704;42.6295759;-5.5980774;42.628599;-5.5978325;50
705;42.628599;-5.5978325;42.6283034;-5.5977472;50
706;42.6318555;-5.5992323;42.6318969;-5.5992131;50
707;42.6318969;-5.5992131;42.6319405;-5.5992107;50
708;42.6319405;-5.5992107;42.6319829;-5.5992252;50
709;42.6319829;-5.5992252;42.6320985;-5.599067;30
710;42.6319829;-5.5992252;42.6320205;-5.5992556;50
711;42.6320205;-5.5992556;42.6320502;-5.5992991;50
712;42.6320502;-5.5992991;42.6320695;-5.5993524;50
713;42.6320695;-5.5993524;42.6320769;-5.5994109;50
714;42.6320769;-5.5994109;42.6320718;-5.5994699;50
715;42.6164674;-5.5931344;42.6165555;-5.5932216;30
716;42.6164674;-5.5931344;42.6165868;-5.5929176;30
717;42.6165868;-5.5929176;42.6169923;-5.5922044;30
718;42.6169923;-5.5922044;42.6170596;-5.5920805;30
719;42.6164674;-5.5931344;42.6164412;-5.5931101;30
720;42.6164412;-5.5931101;42.6162876;-5.5929679;30
721;42.6162876;-5.5929679;42.616226;-5.5929092;30
722;42.616226;-5.5929092;42.6149839;-5.5917311;30
723;42.6149839;-5.5917311;42.6148181;-5.5915738;30
724;42.6148181;-5.5915738;42.6146272;-5.5913927;30
725;42.6146272;-5.5913927;42.6143469;-5.5911433;30
726;42.6143469;-5.5911433;42.6142753;-5.5910654;30
727;42.6142753;-5.5910654;42.6142412;-5.5910148;30
728;42.6142412;-5.5910148;42.6142072;-5.5909642;30
729;42.6209767;-5.5968958;42.6209739;-5.5968739;30
730;42.6209739;-5.5968739;42.6209752;-5.5968519;30
731;42.6209752;-5.5968519;42.6209805;-5.5968309;30
732;42.6209805;-5.5968309;42.6209905;-5.5968105;30
733;42.6209905;-5.5968105;42.6210042;-5.5967945;30
734;42.6210042;-5.5967945;42.6210206;-5.5967842;30
735;42.6171474;-5.5921662;42.6170596;-5.5920805;30
736;42.6171474;-5.5921662;42.6171778;-5.5922001;30
737;42.6171778;-5.5922001;42.6172321;-5.5922565;30
738;42.6172321;-5.5922565;42.6173333;-5.592361;30
739;42.6173333;-5.592361;42.6174671;-5.5925004;30
740;42.6174671;-5.5925004;42.618389;-5.5934571;30
741;42.618389;-5.5934571;42.6187736;-5.5938552;30
742;42.6187736;-5.5938552;42.6188783;-5.5939636;30
743;42.6171474;-5.5921662;42.6170769;-5.5922921;30
744;42.6170769;-5.5922921;42.6166752;-5.5930117;30
745;42.6166752;-5.5930117;42.6165555;-5.5932216;30
746;42.6188783;-5.5939636;42.6187736;-5.5938552;30
747;42.6187736;-5.5938552;42.618389;-5.5934571;30
748;42.618389;-5.5934571;42.6174671;-5.5925004;30
749;42.6174671;-5.5925004;42.6173333;-5.592361;30
750;42.6173333;-5.592361;42.6172321;-5.5922565;30
751;42.6172321;-5.5922565;42.6171778;-5.5922001;30
752;42.6171778;-5.5922001;42.6171474;-5.5921662;30
753;42.6188783;-5.5939636;42.6188984;-5.5939275;30
754;42.6188984;-5.5939275;42.6189767;-5.5937872;30
755;42.6189767;-5.5937872;42.6191122;-5.5935479;30
756;42.6191122;-5.5935479;42.6193959;-5.5930467;30
757;42.6193959;-5.5930467;42.619905;-5.5921514;30
758;42.619905;-5.5921514;42.6201095;-5.591792;30
759;42.6201095;-5.591792;42.6202893;-5.5914759;30
760;42.6202893;-5.5914759;42.620296;-5.5914656;30
761;42.620296;-5.5914656;42.6203006;-5.5914586;30
762;42.6203006;-5.5914586;42.6203153;-5.5914396;30
763;42.6203153;-5.5914396;42.62032;-5.5914337;30
764;42.6316334;-5.5995731;42.6317289;-5.5995143;30
765;42.6317289;-5.5995143;42.6317781;-5.5994716;30
766;42.6211041;-5.5968495;42.6211057;-5.5968762;30
767;42.6211057;-5.5968762;42.6211015;-5.5969023;30
768;42.6213683;-5.5961443;42.6213059;-5.5962565;30
769;42.6213059;-5.5962565;42.6212203;-5.5964208;30
770;42.6213683;-5.5961443;42.6217049;-5.5955359;30
771;42.6217049;-5.5955359;42.6217728;-5.5954154;30
772;42.6210206;-5.5967842;42.621035;-5.5967132;30
773;42.621035;-5.5967132;42.621097;-5.5965102;30
774;42.621097;-5.5965102;42.6211101;-5.5964863;30
775;42.6211101;-5.5964863;42.6211251;-5.5964722;30
776;42.6211251;-5.5964722;42.6212203;-5.5964208;30
777;42.6210206;-5.5967842;42.6210424;-5.5967803;30
778;42.6210424;-5.5967803;42.6210639;-5.5967864;30
779;42.6210639;-5.5967864;42.6210827;-5.5968017;30
780;42.6210827;-5.5968017;42.6210957;-5.5968201;30
781;42.6210957;-5.5968201;42.6211041;-5.5968495;30
782;42.6170596;-5.5920805;42.6171474;-5.5921662;30
783;42.6170596;-5.5920805;42.617035;-5.5920539;30
784;42.617035;-5.5920539;42.6169797;-5.5919941;30
785;42.6169797;-5.5919941;42.6164369;-5.5914313;30
786;42.6164369;-5.5914313;42.6159188;-5.5908936;30
787;42.6159188;-5.5908936;42.615407;-5.5903625;30
788;42.615407;-5.5903625;42.6151691;-5.5901156;30
789;42.6151691;-5.5901156;42.6150624;-5.5900201;30
790;42.6165555;-5.5932216;42.6164674;-5.5931344;30
791;42.6165555;-5.5932216;42.6165798;-5.5932444;30
792;42.6165798;-5.5932444;42.6167234;-5.5933796;30
793;42.6167234;-5.5933796;42.6169253;-5.5935695;30
794;42.6169253;-5.5935695;42.6193666;-5.5958657;30
795;42.6193666;-5.5958657;42.619401;-5.5958956;30
796;42.619401;-5.5958956;42.6194353;-5.5959254;30
797;42.6194353;-5.5959254;42.6195032;-5.5960009;30
798;42.6195032;-5.5960009;42.6195157;-5.596036;30
799;42.6195157;-5.596036;42.6195256;-5.5960747;30
800;42.6284901;-5.5979958;42.6284108;-5.5978997;30
801;42.6284108;-5.5978997;42.6284012;-5.5978881;30
802;42.6284012;-5.5978881;42.6283559;-5.5978213;30
803;42.6283559;-5.5978213;42.6283034;-5.5977472;30
804;42.6217728;-5.5954154;42.6217049;-5.5955359;30
805;42.6217049;-5.5955359;42.6213683;-5.5961443;30
806;42.6217728;-5.5954154;42.622268;-5.5945113;30
807;42.622268;-5.5945113;42.6223808;-5.5943077;30
808;42.6223808;-5.5943077;42.6224959;-5.5941;30
809;42.6224959;-5.5941;42.6225064;-5.5940808;30
810;42.6225064;-5.5940808;42.6225375;-5.5940243;30
811;42.6225375;-5.5940243;42.6225064;-5.5940808;30
812;42.6225064;-5.5940808;42.6224959;-5.5941;30
813;42.6224959;-5.5941;42.6223808;-5.5943077;30
814;42.6223808;-5.5943077;42.622268;-5.5945113;30
815;42.622268;-5.5945113;42.6217728;-5.5954154;30
816;42.6225375;-5.5940243;42.6226771;-5.5941963;50
817;42.6226771;-5.5941963;42.6231625;-5.594768;50
818;42.6231625;-5.594768;42.6233855;-5.5949766;50
819;42.6233855;-5.5949766;42.6235401;-5.5951024;50
820;42.6235401;-5.5951024;42.6238386;-5.5952786;50
821;42.6238386;-5.5952786;42.6245937;-5.5957065;50
822;42.6245937;-5.5957065;42.6254819;-5.5961848;50
823;42.6254819;-5.5961848;42.6263758;-5.5967;50
824;42.6263758;-5.5967;42.6265167;-5.5967815;50
825;42.6265167;-5.5967815;42.6265586;-5.5968056;50
826;42.6265586;-5.5968056;42.626614;-5.5968376;50
827;42.626614;-5.5968376;42.6273404;-5.5972403;50
828;42.6273404;-5.5972403;42.6279923;-5.5975978;50
829;42.6279923;-5.5975978;42.6283034;-5.5977472;50
830;42.6225375;-5.5940243;42.6221053;-5.5934893;50
831;42.6221053;-5.5934893;42.6219137;-5.5932504;50
832;42.6212203;-5.5964208;42.6211957;-5.5965134;30
833;42.6211957;-5.5965134;42.6211231;-5.5967626;30
834;42.6211231;-5.5967626;42.6211041;-5.5968495;30
835;42.6212203;-5.5964208;42.6213059;-5.5962565;30
836;42.6213059;-5.5962565;42.6213683;-5.5961443;30
837;42.621066;-5.5969524;42.6210444;-5.5969595;30
838;42.6210444;-5.5969595;42.6210224;-5.5969565;30
839;42.6210224;-5.5969565;42.6210023;-5.5969438;30
840;42.6210023;-5.5969438;42.6209865;-5.5969228;30
841;42.6209865;-5.5969228;42.6209767;-5.5968958;30
842;42.6142072;-5.5909642;42.6142412;-5.5910148;30
843;42.6142412;-5.5910148;42.6142753;-5.5910654;30
844;42.6142753;-5.5910654;42.6143469;-5.5911433;30
845;42.6143469;-5.5911433;42.6146272;-5.5913927;30
846;42.6146272;-5.5913927;42.6148181;-5.5915738;30
847;42.6148181;-5.5915738;42.6149839;-5.5917311;30
848;42.6149839;-5.5917311;42.616226;-5.5929092;30
849;42.616226;-5.5929092;42.6162876;-5.5929679;30
850;42.6162876;-5.5929679;42.6164412;-5.5931101;30
851;42.6164412;-5.5931101;42.6164674;-5.5931344;30
852;42.6142072;-5.5909642;42.6142091;-5.5909096;30
853;42.6142091;-5.5909096;42.6142074;-5.5908612;30
854;42.6142074;-5.5908612;42.6141914;-5.5907608;30
855;42.6141914;-5.5907608;42.6140953;-5.5901009;30
856;42.6140953;-5.5901009;42.6141047;-5.5899652;30
857;42.6141047;-5.5899652;42.6141082;-5.5899145;30
858;42.6283034;-5.5977472;42.6279923;-5.5975978;50
859;42.6279923;-5.5975978;42.6273404;-5.5972403;50
860;42.6273404;-5.5972403;42.626614;-5.5968376;50
861;42.626614;-5.5968376;42.6265586;-5.5968056;50
862;42.6265586;-5.5968056;42.6265167;-5.5967815;50
863;42.6265167;-5.5967815;42.6263758;-5.5967;50
864;42.6263758;-5.5967;42.6254819;-5.5961848;50
865;42.6254819;-5.5961848;42.6245937;-5.5957065;50
866;42.6245937;-5.5957065;42.6238386;-5.5952786;50
867;42.6238386;-5.5952786;42.6235401;-5.5951024;50
868;42.6235401;-5.5951024;42.6233855;-5.5949766;50
869;42.6233855;-5.5949766;42.6231625;-5.594768;50
870;42.6231625;-5.594768;42.6226771;-5.5941963;50
871;42.6226771;-5.5941963;42.6225375;-5.5940243;50
872;42.6283034;-5.5977472;42.628599;-5.5978325;50
873;42.628599;-5.5978325;42.6295759;-5.5980774;50
874;42.6295759;-5.5980774;42.6305123;-5.5983196;50
875;42.6305123;-5.5983196;42.6307444;-5.5984183;50
876;42.6307444;-5.5984183;42.6309589;-5.5985522;50
877;42.6309589;-5.5985522;42.6312892;-5.5987705;50
878;42.6312892;-5.5987705;42.6313315;-5.598798;50
879;42.6313315;-5.598798;42.6316234;-5.5989874;50
880;42.6316234;-5.5989874;42.6317272;-5.5990676;50
881;42.6317272;-5.5990676;42.631802;-5.5991407;50
882;42.631802;-5.5991407;42.6318287;-5.5991865;50
883;42.6318287;-5.5991865;42.6318555;-5.5992323;50
884;42.6142708;-5.5898487;42.614225;-5.5898877;30
885;42.614225;-5.5898877;42.614177;-5.5899125;30
886;42.614177;-5.5899125;42.6141082;-5.5899145;30
887;42.6142708;-5.5898487;42.6143074;-5.5898666;30
888;42.6143074;-5.5898666;42.614484;-5.5899528;30
889;42.614484;-5.5899528;42.6148981;-5.589973;30
890;42.6148981;-5.589973;42.6149744;-5.5899846;30
891;42.6149744;-5.5899846;42.6150188;-5.5899975;30
892;42.6150188;-5.5899975;42.6150624;-5.5900201;30
893;42.6211015;-5.5969023;42.6210931;-5.5969231;30
894;42.6210931;-5.5969231;42.6210809;-5.5969402;30
895;42.6210809;-5.5969402;42.621066;-5.5969524;30
896;42.6150624;-5.5900201;42.6151691;-5.5901156;30
897;42.6151691;-5.5901156;42.615407;-5.5903625;30
898;42.615407;-5.5903625;42.6159188;-5.5908936;30
899;42.6159188;-5.5908936;42.6164369;-5.5914313;30
900;42.6164369;-5.5914313;42.6169797;-5.5919941;30
901;42.6169797;-5.5919941;42.617035;-5.5920539;30
902;42.617035;-5.5920539;42.6170596;-5.5920805;30
903;42.6150624;-5.5900201;42.6150188;-5.5899975;30
904;42.6150188;-5.5899975;42.6149744;-5.5899846;30
905;42.6149744;-5.5899846;42.6148981;-5.589973;30
906;42.6148981;-5.589973;42.614484;-5.5899528;30
907;42.614484;-5.5899528;42.6143074;-5.5898666;30
908;42.6143074;-5.5898666;42.6142708;-5.5898487;30
909;42.6195256;-5.5960747;42.6195157;-5.596036;30
910;42.6195157;-5.596036;42.6195032;-5.5960009;30
911;42.6195032;-5.5960009;42.6194353;-5.5959254;30
912;42.6194353;-5.5959254;42.619401;-5.5958956;30
913;42.619401;-5.5958956;42.6193666;-5.5958657;30
914;42.6193666;-5.5958657;42.6169253;-5.5935695;30
915;42.6169253;-5.5935695;42.6167234;-5.5933796;30
916;42.6167234;-5.5933796;42.6165798;-5.5932444;30
917;42.6165798;-5.5932444;42.6165555;-5.5932216;30
918;42.6195256;-5.5960747;42.6198323;-5.5962205;30
919;42.6198323;-5.5962205;42.619876;-5.5962437;30
920;42.619876;-5.5962437;42.6208263;-5.5967507;30
921;42.6208263;-5.5967507;42.6209544;-5.5968191;30
922;42.6209544;-5.5968191;42.6209805;-5.5968309;30
923;42.5938628;-5.5705688;42.5937914;-5.5703139;30
924;42.5938628;-5.5705688;42.5939486;-5.5705407;50
925;42.5940271;-5.5705414;42.5940498;-5.5705627;50
926;42.5940498;-5.5705627;42.5940689;-5.5705921;50
927;42.5940689;-5.5705921;42.5940834;-5.5706327;50
928;42.5940834;-5.5706327;42.5940889;-5.5706752;50
929;42.5940889;-5.5706752;42.594083;-5.57073;50
930;42.594083;-5.57073;42.5940631;-5.5707792;50
931;42.5940631;-5.5707792;42.5940317;-5.5708159;50
932;42.5940317;-5.5708159;42.5939976;-5.5708338;50
933;42.5939976;-5.5708338;42.5939736;-5.5708353;50
934;42.5940271;-5.5705414;42.5943096;-5.5705633;30
935;42.5943096;-5.5705633;42.5944333;-5.5705764;30
936;42.5944333;-5.5705764;42.5944593;-5.5705791;30
937;42.5944593;-5.5705791;42.5944975;-5.5705876;30
938;42.5944975;-5.5705876;42.5947402;-5.5706207;30
939;42.5947402;-5.5706207;42.5948347;-5.5706315;30
940;42.5948347;-5.5706315;42.5951071;-5.570679;30
941;42.5951071;-5.570679;42.5953326;-5.5707447;30
